lat,lon,speed
41.07321699999998,23.517784000000006,168.49999999999991
41.07318899999998,23.517827000000008,168.89999999999992
41.073161999999975,23.517869000000008,169.39999999999992
41.07313499999997,23.517913000000007,169.69999999999993
41.07310699999997,23.51795600000001,170.49999999999994
41.07307899999997,23.51799900000001,170.89999999999995
41.07305099999997,23.51804100000001,170.99999999999994
41.07302299999997,23.51808500000001,171.59999999999994
41.07299499999997,23.51812700000001,172.49999999999994
41.07296599999997,23.518170000000012,172.49999999999994
41.072936999999996,23.518213,173.20000000000002
41.072908,23.518256,173.20000000000002
41.07288,23.518299000000003,174.20000000000002
41.072851,23.518343,174.00000000000003
41.072822,23.518386000000003,175.30000000000004
41.072793000000004,23.518429000000005,175.20000000000005
41.07276400000001,23.518473000000004,175.80000000000004
41.072734000000004,23.518517000000003,176.10000000000005
41.072705000000006,23.518560000000004,176.70000000000005
41.072675000000004,23.518604000000003,176.90000000000003
41.072646000000006,23.518648000000002,177.30000000000004
41.072616000000004,23.518692,177.80000000000004
41.072587000000006,23.518736,178.20000000000005
41.072557,23.51878,178.90000000000003
41.072527,23.518825,179.20000000000005
41.072497,23.518869,179.40000000000003
41.072466999999996,23.518914,180.00000000000003
41.072436999999994,23.518957999999998,180.00000000000003
41.07240699999999,23.519002999999998,181.00000000000003
41.07237599999999,23.519046999999997,181.40000000000003
41.07234599999999,23.519091999999997,180.50000000000003
41.07231599999999,23.519135999999996,179.20000000000002
41.07228699999999,23.519179999999995,178.60000000000002
41.072256999999986,23.519222999999997,176.3
41.07222799999999,23.519266,174.10000000000002
41.07219899999999,23.519308,172.20000000000002
41.07217099999999,23.51935,170.9
41.07214199999999,23.519392,169.3
41.07211399999999,23.519433,167.4
41.07208699999999,23.519474,166.1
41.07205899999999,23.519513999999997,165.2
41.072031999999986,23.519553999999996,163.79999999999998
41.072003999999986,23.519594999999995,162.79999999999998
41.07197699999998,23.519633999999996,161.7
41.071950999999984,23.519673999999995,160.2
41.07192399999998,23.519712999999996,159.6
41.07189799999998,23.519751999999997,158.4
41.071871999999985,23.519790999999998,157.6
41.07184599999999,23.51983,156.4
41.07181999999999,23.519868,156.0
41.07179399999999,23.519907,155.0
41.07176799999999,23.519945,154.8
41.07174299999999,23.519983,154.10000000000002
41.07171699999999,23.520021,153.00000000000003
41.07169199999999,23.520059,152.60000000000002
41.07166699999999,23.520097,152.00000000000003
41.07164199999999,23.520134,151.50000000000003
41.07161699999999,23.520172,150.70000000000002
41.07159199999999,23.520208999999998,150.3
41.07156699999999,23.520245999999997,149.70000000000002
41.071543,23.520283,148.5
41.071518,23.520319999999998,148.3
41.071493999999994,23.520356,147.4
41.07146899999999,23.520393,147.1
41.07144499999999,23.520429,146.4
41.07142099999999,23.520465,145.6
41.07139699999998,23.520501000000003,144.9
41.07137299999998,23.520536000000003,143.9
41.07134899999998,23.520571000000004,142.6
41.07132499999997,23.520606000000004,141.79999999999998
41.071301999999974,23.520641000000005,140.1
41.071278999999976,23.520675000000004,139.2
41.07125599999998,23.520709000000004,136.89999999999998
41.07123299999998,23.520742000000002,135.39999999999998
41.07121099999998,23.520775,134.39999999999998
41.071188999999976,23.520807,132.49999999999997
41.071166999999974,23.520839000000002,130.39999999999998
41.07114499999997,23.520871000000003,128.29999999999998
41.071123999999976,23.520901000000002,127.2
41.07110299999998,23.520932000000002,125.99999999999999
41.07108199999998,23.520963000000002,124.39999999999999
41.071060999999986,23.520993,123.19999999999997
41.07103999999999,23.521022000000002,121.69999999999999
41.07101999999999,23.521051000000003,120.29999999999998
41.07099999999999,23.521080000000005,118.59999999999998
41.07097999999999,23.521108000000005,116.49999999999999
41.07095999999999,23.521136000000006,114.99999999999999
41.07094099999999,23.521163000000005,112.99999999999999
41.07092199999999,23.521190000000004,111.39999999999999
41.07090299999999,23.521216000000003,110.6
41.070883999999985,23.521243000000002,109.69999999999999
41.07086599999999,23.521268000000003,107.19999999999999
41.07084799999999,23.521294,106.29999999999998
41.07082899999999,23.521318,104.89999999999998
41.07081099999999,23.521342,103.29999999999998
41.070792999999995,23.521366,101.49999999999999
41.070775,23.521389,100.39999999999999
41.070757,23.521411,98.39999999999999
41.070739,23.521433000000002,97.19999999999999
41.070721000000006,23.521454000000002,95.79999999999998
41.070704000000006,23.521475000000002,94.49999999999999
41.07068600000001,23.521494000000004,92.79999999999998
41.07066800000001,23.521514000000003,91.99999999999999
41.070650000000015,23.521532000000004,90.59999999999998
41.07063200000002,23.521549000000004,88.69999999999997
41.07061400000002,23.521565000000002,87.09999999999998
41.07059600000002,23.521582000000002,85.89999999999998
41.07057900000002,23.521597000000003,83.99999999999997
41.070561000000026,23.521611000000004,82.69999999999997
41.07054400000003,23.521624000000003,81.19999999999997
41.070526,23.521638,80.2
41.070509,23.521649,78.9
41.07049,23.52166,78.10000000000001
41.070472,23.52167,77.50000000000001
41.070454000000005,23.521679,78.10000000000001
41.070435,23.521687999999997,77.7
41.070417000000006,23.521693999999997,77.10000000000001
41.070398000000004,23.521699999999996,76.30000000000001
41.07038000000001,23.521704999999997,76.00000000000001
41.070361000000005,23.521708999999998,75.90000000000002
41.070342000000004,23.521711999999997,75.90000000000002
41.070323,23.521714999999997,76.50000000000001
41.070304,23.521714999999997,76.30000000000001
41.070285,23.521714999999997,76.60000000000001
41.070265,23.521714999999997,77.00000000000001
41.070246,23.521713,76.80000000000001
41.070226999999996,23.521711,77.60000000000001
41.070207999999994,23.521707,77.30000000000001
41.070187999999995,23.521703,78.50000000000001
41.07016899999999,23.521697,78.90000000000002
41.070148999999994,23.521691,79.10000000000002
41.070130999999996,23.521684,79.40000000000002
41.070111999999995,23.521676,79.60000000000002
41.070091999999995,23.521667,80.10000000000002
41.070074,23.521657,80.60000000000002
41.070054999999996,23.521647,81.00000000000003
41.070035999999995,23.521636,81.80000000000003
41.07001699999999,23.521624,81.60000000000002
41.069998999999996,23.521611999999998,82.10000000000002
41.069981,23.521599999999996,82.00000000000003
41.069963,23.521586999999997,82.30000000000003
41.069945000000004,23.521572999999997,82.60000000000002
41.06992700000001,23.521558999999996,82.80000000000003
41.06990900000001,23.521543999999995,83.00000000000003
41.06989200000001,23.521528999999994,83.00000000000003
41.06987500000001,23.521513999999993,83.50000000000003
41.06985800000001,23.521496999999993,83.60000000000002
41.06984200000001,23.521479999999993,83.80000000000003
41.06982500000001,23.521462999999994,84.00000000000003
41.06980900000001,23.521445999999994,84.40000000000003
41.06979200000001,23.521426999999992,85.00000000000003
41.06977700000001,23.52140899999999,85.20000000000003
41.06976100000001,23.52138999999999,85.20000000000003
41.069745000000005,23.521370999999988,85.60000000000004
41.06973000000001,23.52135099999999,85.50000000000004
41.06971500000001,23.52133099999999,85.60000000000004
41.06970000000001,23.52130999999999,85.60000000000004
41.06968600000001,23.52128899999999,85.80000000000004
41.06967200000001,23.52126799999999,85.50000000000004
41.06965800000001,23.521245999999987,85.30000000000004
41.069645,23.521224,85.80000000000001
41.069632,23.521201,85.80000000000001
41.06962,23.521178000000003,86.10000000000001
41.069608,23.521154000000003,86.00000000000001
41.069596000000004,23.521130000000003,85.90000000000002
41.069585000000004,23.521106000000003,86.20000000000002
41.069574,23.521081000000002,86.40000000000002
41.069564,23.521056,86.20000000000002
41.069555,23.521030000000003,86.50000000000001
41.069545,23.521005000000002,86.00000000000001
41.069536,23.520979000000004,85.90000000000002
41.06953,23.520952000000005,85.90000000000002
41.069523000000004,23.520925000000005,85.90000000000002
41.06951600000001,23.520898000000006,85.50000000000001
41.06951000000001,23.520871000000007,85.80000000000001
41.06950500000001,23.520844000000007,85.70000000000002
41.069500000000005,23.520816000000007,85.60000000000002
41.069495,23.520788000000007,85.70000000000002
41.069492000000004,23.520760000000006,85.50000000000001
41.069489000000004,23.520733000000007,85.30000000000001
41.069486000000005,23.520705000000007,85.30000000000001
41.06948500000001,23.520676000000005,85.20000000000002
41.069483000000005,23.520648000000005,85.30000000000001
41.069483000000005,23.520620000000005,85.30000000000001
41.069483000000005,23.520592000000004,85.00000000000001
41.069484,23.520564000000004,85.30000000000001
41.069486000000005,23.520535000000002,85.50000000000001
41.06948800000001,23.520507000000002,86.10000000000001
41.069491000000006,23.520478,86.2
41.069494000000006,23.52045,86.4
41.069498,23.520422,86.7
41.069503000000005,23.520394,86.2
41.069508000000006,23.520367,86.0
41.06951300000001,23.520339,85.9
41.069520000000004,23.520312,85.5
41.069527,23.520285,85.9
41.069534,23.520259000000003,85.10000000000001
41.069542999999996,23.520233000000005,85.4
41.069551,23.520207000000006,85.4
41.069559999999996,23.520181000000008,85.2
41.06957,23.520156000000007,85.7
41.069581,23.520131000000006,85.7
41.069592,23.520107000000007,85.9
41.069603,23.520083000000007,86.0
41.069615,23.520059000000007,86.3
41.069628,23.520036000000008,86.5
41.069641000000004,23.52001200000001,86.8
41.06965400000001,23.51998900000001,87.3
41.06966800000001,23.51996700000001,87.39999999999999
41.06968200000001,23.519945000000007,87.49999999999999
41.069697999999995,23.519924,88.2
41.06971299999999,23.519902,88.4
41.069728999999995,23.519880999999998,88.5
41.069745,23.519861,88.9
41.069761,23.519841,89.10000000000001
41.069778,23.519821999999998,89.4
41.069795,23.519802999999996,89.80000000000001
41.069812999999996,23.519783999999994,90.00000000000001
41.06983099999999,23.519765999999994,89.80000000000001
41.06984899999999,23.519747999999993,90.60000000000001
41.06986699999999,23.519729999999992,90.9
41.06988599999999,23.519712999999992,91.10000000000001
41.06990499999999,23.519695999999993,91.30000000000001
41.06992399999999,23.519678999999993,91.70000000000002
41.06994399999999,23.519662999999994,91.90000000000002
41.069962999999994,23.519646999999996,92.00000000000001
41.06998299999999,23.519629999999996,92.40000000000002
41.070001999999995,23.519613999999997,92.70000000000002
41.07002299999999,23.519598,92.90000000000002
41.070041999999994,23.519582,92.90000000000002
41.07006199999999,23.519566,93.50000000000001
41.07008299999999,23.519550000000002,93.60000000000001
41.07010199999999,23.519535,93.60000000000001
41.07012299999999,23.519519000000003,93.9
41.07014299999999,23.519503000000004,94.0
41.07016299999999,23.519487000000005,94.3
41.070182999999986,23.519472000000004,94.0
41.07020399999998,23.519456000000005,94.1
41.07022399999998,23.519439000000006,93.89999999999999
41.070242999999984,23.519423000000007,93.99999999999999
41.07026299999998,23.519406000000007,93.69999999999999
41.07028299999998,23.51939000000001,93.79999999999998
41.070301999999984,23.51937300000001,93.59999999999998
41.07032199999998,23.519355000000008,93.39999999999998
41.070340999999985,23.519337000000007,93.29999999999998
41.07035899999998,23.519319000000007,93.09999999999998
41.070377999999984,23.519300000000005,93.59999999999998
41.07039599999998,23.519281000000003,93.59999999999998
41.07041399999998,23.519261000000004,92.89999999999998
41.070431999999975,23.519241000000005,93.69999999999997
41.070448999999975,23.519220000000004,93.59999999999998
41.070465999999975,23.519199000000004,93.49999999999999
41.070482999999975,23.519177000000003,93.89999999999999
41.07049899999998,23.519155,93.89999999999999
41.07051499999998,23.519132000000003,93.6
41.07052999999998,23.519109000000004,93.69999999999999
41.070544999999974,23.519085000000004,93.89999999999999
41.070558999999975,23.519060000000003,93.49999999999999
41.070572999999975,23.519035000000002,93.89999999999999
41.070586999999975,23.51901,93.8
41.0706,23.518983,94.0
41.070612,23.518957,94.4
41.070623999999995,23.51893,94.4
41.07063599999999,23.518903,94.60000000000001
41.070646999999994,23.518875,95.00000000000001
41.070657999999995,23.518847,95.00000000000001
41.070668,23.518818,95.50000000000001
41.070678,23.518788999999998,95.30000000000001
41.070687,23.518759999999997,95.80000000000001
41.070696,23.518729999999998,96.10000000000001
41.070705,23.5187,96.2
41.070713,23.51867,96.2
41.070719999999994,23.51864,97.0
41.07072699999999,23.518609,97.3
41.07073399999999,23.518577,97.3
41.07073999999999,23.518546,97.89999999999999
41.07074499999999,23.518514,97.8
41.07074999999999,23.518483,98.1
41.07075499999999,23.518451,98.5
41.07075899999999,23.518418999999998,98.2
41.070762999999985,23.518386,98.7
41.070765999999985,23.518354,98.7
41.070768999999984,23.518321999999998,98.8
41.070770999999986,23.518289,98.8
41.07077299999999,23.518256,98.8
41.07077599999999,23.518224,99.2
41.070776999999985,23.518191,98.8
41.07077799999998,23.518158000000003,99.5
41.07077899999998,23.518125000000005,99.2
41.07077999999998,23.518092000000006,99.10000000000001
41.07077999999998,23.518059000000008,99.10000000000001
41.07077999999998,23.518027000000007,99.00000000000001
41.07077899999998,23.51799400000001,99.00000000000001
41.07077899999998,23.51796100000001,98.70000000000002
41.07077699999998,23.51792900000001,99.00000000000001
41.070774999999976,23.51789600000001,98.60000000000001
41.070772999999974,23.517863000000013,99.00000000000001
41.070769999999975,23.51783100000001,98.80000000000001
41.070766999999975,23.517798000000013,99.00000000000001
41.07076299999998,23.517766000000012,99.00000000000001
41.07075799999998,23.51773400000001,99.10000000000001
41.07075399999998,23.517701000000013,99.2
41.07074799999998,23.517670000000013,99.3
41.07074199999998,23.517637000000015,99.6
41.070734999999985,23.517606000000015,99.69999999999999
41.07072799999999,23.517574000000014,99.6
41.07071999999999,23.517543000000014,99.89999999999999
41.070711999999986,23.517512000000014,99.69999999999999
41.07070299999999,23.517481000000014,99.49999999999999
41.07069399999999,23.517450000000014,99.69999999999999
41.070684,23.517419999999998,100.0
41.070674,23.517388999999998,100.1
41.070662999999996,23.517359,100.3
41.070651999999995,23.517329,100.2
41.07064,23.5173,100.2
41.070626999999995,23.517270999999997,99.9
41.070615,23.517241999999996,99.5
41.070601999999994,23.517213999999996,99.6
41.07058899999999,23.517185999999995,98.89999999999999
41.07057599999999,23.517158999999996,98.69999999999999
41.07056199999999,23.517130999999996,98.49999999999999
41.070548999999986,23.517103999999996,97.69999999999999
41.070534999999985,23.517076999999997,97.69999999999999
41.070520999999985,23.517051,97.29999999999998
41.070506999999985,23.517025,97.69999999999999
41.070492999999985,23.516998,96.49999999999999
41.070478999999985,23.516973,96.19999999999999
41.070464999999984,23.516947000000002,95.69999999999999
41.070450999999984,23.516922,94.6
41.070436999999984,23.516897,94.5
41.070421999999986,23.516872,93.8
41.070407999999986,23.516848,92.7
41.070394999999984,23.516824,91.7
41.070379999999986,23.5168,91.3
41.07036699999998,23.516776,89.39999999999999
41.07035299999998,23.516753,88.3
41.07033999999998,23.516731,87.6
41.07032699999998,23.516708,86.6
41.070313999999975,23.516686,84.8
41.07030099999997,23.516664,83.89999999999999
41.070288999999974,23.516641999999997,82.49999999999999
41.07027599999997,23.516619999999996,81.79999999999998
41.07026499999997,23.516598999999996,80.69999999999999
41.07025299999997,23.516577999999996,79.89999999999999
